,translation
0,"血色鲜红&*肺虚络损,肺热阴伤,痰热郁肺,阴伤络损,气火上逆,"
0,"淋巴结&*气阴耗伤,痰瘀上蒙,"
0,"伽马刀&*风痰上蒙,痰热毒瘀互结,肝经郁火,痰饮郁肺,上损及下,"
0,"疲劳无力&*癌毒走窜,痰瘀上蒙,痰浊热毒瘀结,气耗阴伤,病入损途,虚实错杂,津气耗伤,"
0,"痰中夹血&*肺虚阴伤,脾弱不健,痰热毒瘀,肺热络不和,肺伤络损,阴伤络损,热伤肺络,络损血溢,肝气上逆,蕴肺不尽,"
0,"呼吸不畅&*肺络不和,肺虚脾弱,湿浊瘀阻,痰浊瘀郁,热伤肺络,脾肾两虚,心肺受损,"
0,"不咳痰少&*热毒瘀结,"
0,"不咳无痰&*化疗伤正,肝经郁火,气耗阴伤,胃气衰败,痰饮瘀肺,痰湿瘀结,痰瘀浊毒互结,肺肾同病,"
0,"积液&*正气虚败,"
0,"大便干&*饮停胸胁,脾胃虚败,热毒痰瘀走注,化源不足,脾运不健,肝胃失和,风痰瘀阻上蒙,痰瘀郁结,"
0,"胸膜增厚&*正气虚败,"
0,"肺占位&*清阳失用,风痰瘀阻,"
0,"面色浮黄&*化疗伤正,痰浊瘀阻,肺胃两伤,"
0,"胸闷痛&*肺虚络损,痰浊瘀阻,热毒瘀结,脾肾不健,阳虚气弱,"
0,"腿软&*脾胃虚弱,气耗阴伤,肝肾亏损,气血两伤,痰热浊瘀,"
0,"干咳少痰&*痰瘀热毒阻肺,肺热内蕴,脾弱不健,肺热络不和,肝经郁火上炎,肺损络瘀,"
0,"食少不香&*脾虚胃弱,肺胃两伤,痰毒互结,痰瘀毒郁,津气耗损,"
0,"胸腔积液&*饮停胸胁,肺虚阴伤,痰浊热毒瘀结,痰毒瘀肺,肺阴耗伤,多脏受累,腑气不通,瘀热内蕴,病难逆转,虚实错杂,正气溃败,通降失常,药毒伤脾败胃,癌毒走行,络损血溢,胃虚脾弱,"
0,"癌转移&*肺虚气阴两伤,肺虚络损,痰瘀热毒阻肺,痰湿瘀结,热毒痰浊,术后气阴两伤,"
0,"痰红带血&*肺虚络损,肺心同病,"
0,"囊肿&*肝肾亏虚,"
0,"多汗&*肺热阴伤,热毒瘀结,痰浊瘀肺,"
0,"体重下降&*癌毒走注,热毒内蕴,津气两伤,风痰上蒙,肝肺同病,脾胃衰败,热毒痰瘀郁肺,,"
0,"左上肺鳞癌&*肝肾亏虚,气血失调,"
0,"咽喉有痰&*癌毒走注,脾胃虚败,痰瘀上蒙,肺热内蕴,痰热毒瘀互结,"
0,"右肩痛&*痰瘀热毒互结,肺气不利,肺虚热蕴,肺虚郁热,毒损气阴,"
0,"肺炎&*素体脾虚,热毒久郁,肝肺俱损,"
0,"视糊&*清阳失用,风痰瘀阻,脾胃虚败,癌毒专注,痰瘀上蒙,风痰上蒙,热毒蕴肺,病入损途,浊邪害清,津气耗伤,痰饮壅肺,"
0,"后背疼痛&*痰瘀热毒互结,癌毒走窜,气阴亏耗,肺虚饮停,热毒瘀肺,肺伤络损,"
0,"口干不显&*病入损途,肺伤络损,肺气痹塞,久病肺虚,肺虚毒瘀,"
0,"食纳知味&*肺络不和,肺虚痰瘀,高年肝肾本虚,癌毒伤肾,痰湿瘀毒互结,肝肾受损,"
0,"右下肺癌手术&*痰热瘀毒不尽,"
0,"肺结&*热毒痰瘀蕴肺,脾胃虚弱,正虚气阴两伤,"
0,"咯血&*肺虚络损,肝肾阴虚,气耗阴伤,肺络损伤,正气虚败,气机升降不利,痰热瘀毒蕴肺,热毒伤阴,肝气乘逆,气火上逆,"
0,"咳嗽无痰&*络气不和,痰浊瘀阻,津气两伤,痰热蕴肺,肝肺同病,痰浊热毒瘀结,脾胃衰败,脾肾不健,虚实错杂,阳虚气弱,"
0,"食纳平平&*肺虚痰瘀,肺虚脾弱,痰热蕴肺,痰瘀热毒内蕴,"
0,"右下肺鳞癌&*肺虚络损,气阴交亏,痰热瘀毒阻肺,痰瘀阻气,痰湿瘀结,肺阴两虚,"
0,"咳痰不多&*热毒痰瘀互结,阴伤气耗,痰热毒瘀互结,热毒瘀肺,湿浊瘀阻,正气虚败,痰瘀郁热,痰热瘀毒蕴肺,脾肾两虚,心肺受损,"
0,"慢支&*气阴交亏,肺热内郁,脾虚不健,痰瘀阻气,痰浊热毒瘀结,痰饮伏肺,虚实错杂,肺阴两虚,久病气阴两伤,"
0,"食纳良好&*肺虚痰瘀,肝经郁火上炎,肺损络瘀,"
0,"手心热&*肺热阴伤,肺胃不和,癌毒走窜,肺毒热郁,气火上逆,"
0,"手麻&*清阳失用,风痰瘀阻,肝肾不足,痰瘀热毒蕴肺,伤阴耗气,内风上扰,"
0,"咳痰带血&*痰瘀郁毒互结,肺损络伤,气阴亏耗,痰瘀饮停,"
0,"放射性肺炎&*肺损络伤,痰热蕴肺,气阴交亏,"
0,"咯痰&*痰热毒瘀阻肺,痰热郁肺,肺热内郁,化源不足,痰浊热毒阻肺,脾运不健,湿毒瘀结,痰浊痹阻,癌毒流住,阴伤络损,"
0,"咳嗽痰血&*热毒痰瘀互结,肝肾亏虚,"
0,"汗出不多&*痰热毒瘀阻肺,热毒瘀肺,"
0,"盗汗&*脾胃虚弱,痰浊热毒瘀结,素体脾虚,热毒久郁,热毒痰浊瘀肺,肺风痨热,"
0,"痰色白&*痰瘀热毒蕴肺,热毒痰浊瘀肺,"
0,"气道有声&*胃气衰败,"
0,"尿黄&*痰热瘀毒阻肺,风痰上蒙,"
0,"胸闷&*饮停胸胁,气耗阴伤,"
0,"干咳无痰&*肺络不和,肝气乘侮,肺虚络瘀,清肃失司,阴虚肺燥,"
0,"头晕&*上蒙清阳,风痰上扰,痰热浊瘀,药毒伤正,瘀毒专注,"
0,"泛酸&*脾虚胃弱,肺胃同病,热毒痰瘀走注,脾胃虚弱,肝胃失和,"
0,"麻木&*风痰瘀阻,肺胃不和,上蒙清阳,肝肾下虚,清阳不用,清阳失司,肝肾阴伤,络热血瘀,"
0,"乏力&*痰瘀互结,热毒内蕴,心肺同病,"
